concert hall;floor;side;row;number;x;y
Műegyetem K épület, aula;orchestra;right;8;7;342;386
Műegyetem K épület, aula;orchestra;right;8;8;328;386
Műegyetem K épület, aula;orchestra;right;8;9;314;386
Műegyetem K épület, aula;orchestra;right;8;10;300;386
Műegyetem K épület, aula;orchestra;right;8;11;286;386
Műegyetem K épület, aula;orchestra;right;8;12;272;386
Műegyetem K épület, aula;orchestra;right;8;13;258;386
Műegyetem K épület, aula;orchestra;right;8;14;244;386

Műegyetem K épület, aula;orchestra;right;9;1;426;408
Műegyetem K épület, aula;orchestra;right;9;2;412;408
Műegyetem K épület, aula;orchestra;right;9;3;398;408
Műegyetem K épület, aula;orchestra;right;9;4;384;408
Műegyetem K épület, aula;orchestra;right;9;5;370;408
Műegyetem K épület, aula;orchestra;right;9;6;356;408
Műegyetem K épület, aula;orchestra;right;9;7;342;408
Műegyetem K épület, aula;orchestra;right;9;8;328;408
Műegyetem K épület, aula;orchestra;right;9;9;314;408
Műegyetem K épület, aula;orchestra;right;9;10;300;408
Műegyetem K épület, aula;orchestra;right;9;11;286;408
Műegyetem K épület, aula;orchestra;right;9;12;272;408
Műegyetem K épület, aula;orchestra;right;9;13;258;408
Műegyetem K épület, aula;orchestra;right;9;14;244;408

Műegyetem K épület, aula;orchestra;right;10;1;426;430
Műegyetem K épület, aula;orchestra;right;10;2;412;430
Műegyetem K épület, aula;orchestra;right;10;3;398;430
Műegyetem K épület, aula;orchestra;right;10;4;384;430
Műegyetem K épület, aula;orchestra;right;10;5;370;430
Műegyetem K épület, aula;orchestra;right;10;6;356;430
Műegyetem K épület, aula;orchestra;right;10;7;342;430
Műegyetem K épület, aula;orchestra;right;10;8;328;430
Műegyetem K épület, aula;orchestra;right;10;9;314;430
Műegyetem K épület, aula;orchestra;right;10;10;300;430
Műegyetem K épület, aula;orchestra;right;10;11;286;430
Műegyetem K épület, aula;orchestra;right;10;12;272;430
Műegyetem K épület, aula;orchestra;right;10;13;258;430
Műegyetem K épület, aula;orchestra;right;10;14;244;430

Műegyetem K épület, aula;orchestra;right;11;1;426;452
Műegyetem K épület, aula;orchestra;right;11;2;412;452
Műegyetem K épület, aula;orchestra;right;11;3;398;452
Műegyetem K épület, aula;orchestra;right;11;4;384;452
Műegyetem K épület, aula;orchestra;right;11;5;370;452
Műegyetem K épület, aula;orchestra;right;11;6;356;452
Műegyetem K épület, aula;orchestra;right;11;7;342;452
Műegyetem K épület, aula;orchestra;right;11;8;328;452
Műegyetem K épület, aula;orchestra;right;11;9;314;452
Műegyetem K épület, aula;orchestra;right;11;10;300;452
Műegyetem K épület, aula;orchestra;right;11;11;286;452
Műegyetem K épület, aula;orchestra;right;11;12;272;452
Műegyetem K épület, aula;orchestra;right;11;13;258;452
Műegyetem K épület, aula;orchestra;right;11;14;244;452

Műegyetem K épület, aula;orchestra;right;12;1;426;474
Műegyetem K épület, aula;orchestra;right;12;2;412;474
Műegyetem K épület, aula;orchestra;right;12;3;398;474
Műegyetem K épület, aula;orchestra;right;12;4;384;474
Műegyetem K épület, aula;orchestra;right;12;5;370;474
Műegyetem K épület, aula;orchestra;right;12;6;356;474
Műegyetem K épület, aula;orchestra;right;12;7;342;474
Műegyetem K épület, aula;orchestra;right;12;8;328;474
Műegyetem K épület, aula;orchestra;right;12;9;314;474
Műegyetem K épület, aula;orchestra;right;12;10;300;474
Műegyetem K épület, aula;orchestra;right;12;11;286;474
Műegyetem K épület, aula;orchestra;right;12;12;272;474
Műegyetem K épület, aula;orchestra;right;12;13;258;474
Műegyetem K épület, aula;orchestra;right;12;14;244;474

Műegyetem K épület, aula;orchestra;right;13;1;426;496
Műegyetem K épület, aula;orchestra;right;13;2;412;496
Műegyetem K épület, aula;orchestra;right;13;3;398;496
Műegyetem K épület, aula;orchestra;right;13;4;384;496
Műegyetem K épület, aula;orchestra;right;13;5;370;496

Műegyetem K épület, aula;orchestra;right;14;1;426;516
Műegyetem K épület, aula;orchestra;right;14;2;412;516
Műegyetem K épület, aula;orchestra;right;14;3;398;516

Műegyetem K épület, aula;orchestra;right;15;1;426;538
Műegyetem K épület, aula;orchestra;right;15;2;412;538
Műegyetem K épület, aula;orchestra;right;15;3;398;538

